Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2018-07-12,248.66256713867188,248.71596996360918,247.08712947664853,247.6923796013956,60124700
2018-07-13,248.85836791992188,249.1609929596388,248.03059703217986,248.48454817334755,48216000
2018-07-16,248.63589477539062,249.04532553547426,248.19085307345935,248.90293609446329,48201000
2018-07-17,249.64166259765625,250.03330142013854,247.8080931847557,247.86149600935,52315500
2018-07-18,250.1667938232422,250.27359946617253,249.27671058124298,249.72175220224258,44593500
2018-07-19,249.22335815429688,249.8820111943409,248.7427055007346,249.49928184205535,61412100
2018-07-20,248.9384765625,249.6505594596149,248.77826809684353,249.0185807953282,82337700
2018-07-23,249.40135192871094,249.60605370360264,248.38664392673996,248.7337894526311,47047600
2018-07-24,250.65635681152344,251.50194685139243,249.7840925211196,250.81659245704824,68026900
2018-07-25,252.79257202148438,253.11298897786784,250.36263478282748,250.40712808348502,78882900
2018-07-26,252.19613647460938,252.88149066704878,251.97361570474436,252.07153896833853,57919500
2018-07-27,250.48716735839844,252.62336110483997,249.56147344177546,252.5254378509468,76768700
2018-07-30,249.17892456054688,250.72766139370256,248.6537513121213,250.56745285852028,63742500
2018-07-31,250.40704345703125,251.02120291239487,249.5614808879904,249.94421006649873,68570500
2018-08-01,249.9888153076172,251.11923863095856,249.33907179804575,250.61188456441278,53853300
2018-08-02,251.3506317138672,251.51972254776774,248.47565292657882,248.6803818607328,63426400
